Variables,Values,Site,Param_means,Param_vars,Param_sd
percent_sgd,0.335917313,W,0.335917313,NA,NA
percent_sgd,0.339793282,W,0.339793282,NA,NA
percent_sgd,0.343669251,W,0.343669251,NA,NA
percent_sgd,0.343828715,BP,0.343828715,NA,NA
percent_sgd,0.354005168,W,0.354005168,NA,NA
percent_sgd,0.355163728,BP,0.355163728,NA,NA
percent_sgd,0.355297158,W,0.355297158,NA,NA
percent_sgd,0.356423174,BP,0.356423174,NA,NA
percent_sgd,0.35768262,BP,0.35768262,NA,NA
percent_sgd,0.364341085,W,0.364341085,NA,NA
percent_sgd,0.366925065,W,0.366925065,NA,NA
percent_sgd,0.375968992,W,0.375968992,NA,NA
percent_sgd,0.380352645,BP,0.380352645,NA,NA
percent_sgd,0.38630491,W,0.38630491,NA,NA
percent_sgd,0.388888889,W,0.388888889,NA,NA
percent_sgd,0.395348837,W,0.395348837,NA,NA
percent_sgd,0.397984887,BP,0.397984887,NA,NA
percent_sgd,0.400503778,BP,0.400503778,NA,NA
percent_sgd,0.40302267,BP,0.40302267,NA,NA
percent_sgd,0.403100775,W,0.403100775,NA,NA
percent_sgd,0.405684755,W,0.405684755,NA,NA
percent_sgd,0.409560724,W,0.409560724,NA,NA
percent_sgd,0.410852713,W,0.410852713,0,0
percent_sgd,0.413098237,BP,0.413098237,NA,NA
percent_sgd,0.416020672,W,0.416020672,NA,NA
percent_sgd,0.416876574,BP,0.416876574,NA,NA
percent_sgd,0.419896641,W,0.419896641,NA,NA
percent_sgd,0.42118863,W,0.42118863,NA,NA
percent_sgd,0.432816537,W,0.432816537,NA,NA
percent_sgd,0.440568475,W,0.440568475,NA,NA
percent_sgd,0.445843829,BP,0.445843829,NA,NA
percent_sgd,0.447028424,W,0.447028424,NA,NA
percent_sgd,0.44836272,BP,0.44836272,NA,NA
percent_sgd,0.456072351,W,0.456072351,NA,NA
percent_sgd,0.458656331,W,0.458656331,NA,NA
percent_sgd,0.45994832,W,0.45994832,NA,NA
percent_sgd,0.466408269,W,0.466408269,NA,NA
percent_sgd,0.472292191,BP,0.472292191,NA,NA
percent_sgd,0.480620155,W,0.480620155,NA,NA
percent_sgd,0.485788114,W,0.485788114,NA,NA
percent_sgd,0.494832041,W,0.494832041,NA,NA
percent_sgd,0.5,BP,0.5,NA,NA
percent_sgd,0.510335917,W,0.510335917,NA,NA
percent_sgd,0.512919897,W,0.512919897,NA,NA
percent_sgd,0.515503876,W,0.515503876,NA,NA
percent_sgd,0.518891688,BP,0.518891688,NA,NA
percent_sgd,0.521963824,W,0.521963824,NA,NA
percent_sgd,0.523255814,W,0.523255814,NA,NA
percent_sgd,0.528967254,BP,0.528967254,NA,NA
percent_sgd,0.54005168,W,0.54005168,NA,NA
percent_sgd,0.542635659,W,0.542635659,NA,NA
percent_sgd,0.546511628,W,0.546511628,NA,NA
percent_sgd,0.550377834,BP,0.550377834,NA,NA
percent_sgd,0.565891473,W,0.565891473,NA,NA
percent_sgd,0.567183463,W,0.567183463,NA,NA
percent_sgd,0.57622739,W,0.57622739,NA,NA
percent_sgd,0.57881137,W,0.57881137,NA,NA
percent_sgd,0.589147287,W,0.589147287,NA,NA
percent_sgd,0.602067183,W,0.602067183,NA,NA
percent_sgd,0.603359173,W,0.603359173,NA,NA
percent_sgd,0.624685139,BP,0.624685139,NA,NA
percent_sgd,0.651162791,W,0.651162791,NA,NA
percent_sgd,0.673126615,W,0.673126615,NA,NA
percent_sgd,0.683462532,W,0.683462532,NA,NA
percent_sgd,0.697674419,W,0.697674419,NA,NA
percent_sgd,0.701550388,W,0.701550388,NA,NA
percent_sgd,0.710594315,W,0.710594315,NA,NA
percent_sgd,0.715762274,W,0.715762274,NA,NA
percent_sgd,0.746770026,W,0.746770026,NA,NA
percent_sgd,0.748110831,BP,0.748110831,NA,NA
percent_sgd,0.750645995,W,0.750645995,NA,NA
percent_sgd,0.761964736,BP,0.761964736,NA,NA
percent_sgd,0.764857881,W,0.764857881,NA,NA
percent_sgd,0.781653747,W,0.781653747,NA,NA
percent_sgd,0.811083123,BP,0.811083123,NA,NA
percent_sgd,0.813602015,BP,0.813602015,NA,NA
percent_sgd,0.84625323,W,0.84625323,NA,NA
percent_sgd,0.850129199,W,0.850129199,NA,NA
percent_sgd,0.88501292,W,0.88501292,NA,NA
percent_sgd,0.927648579,W,0.927648579,NA,NA
percent_sgd,0.940806045,BP,0.940806045,NA,NA
percent_sgd,0.944444444,W,0.944444444,NA,NA
percent_sgd,0.968992248,W,0.968992248,NA,NA
percent_sgd,0.971032746,BP,0.971032746,NA,NA
percent_sgd,0.976070529,BP,0.976070529,NA,NA
percent_sgd,0.980620155,W,0.980620155,NA,NA
percent_sgd,0.992248062,W,0.992248062,NA,NA
percent_sgd,1.039042821,BP,1.039042821,NA,NA
percent_sgd,1.115869018,BP,1.115869018,NA,NA
percent_sgd,1.120906801,BP,1.120906801,NA,NA
percent_sgd,1.149870801,W,1.149870801,NA,NA
percent_sgd,1.245478036,W,1.245478036,NA,NA
percent_sgd,1.256926952,BP,1.256926952,NA,NA
percent_sgd,1.293450882,BP,1.293450882,NA,NA
percent_sgd,1.328715365,BP,1.328715365,NA,NA
percent_sgd,1.343828715,BP,1.343828715,NA,NA
percent_sgd,1.357881137,W,1.357881137,NA,NA
percent_sgd,1.381612091,BP,1.381612091,NA,NA
percent_sgd,1.384130982,BP,1.384130982,NA,NA
percent_sgd,1.385390428,BP,1.385390428,NA,NA
percent_sgd,1.392764858,W,1.392764858,NA,NA
percent_sgd,1.447103275,BP,1.447103275,NA,NA
percent_sgd,1.521410579,BP,1.521410579,NA,NA
percent_sgd,1.528967254,BP,1.528967254,NA,NA
percent_sgd,1.634760705,BP,1.634760705,NA,NA
percent_sgd,1.67884131,BP,1.67884131,NA,NA
percent_sgd,1.817380353,BP,1.817380353,NA,NA
percent_sgd,1.822997416,W,1.822997416,NA,NA
percent_sgd,1.828715365,BP,1.828715365,NA,NA
percent_sgd,1.846347607,BP,1.846347607,NA,NA
percent_sgd,1.858942065,BP,1.858942065,NA,NA
percent_sgd,1.860201511,BP,1.860201511,NA,NA
percent_sgd,1.90302267,BP,1.90302267,NA,NA
percent_sgd,1.904282116,BP,1.904282116,NA,NA
percent_sgd,1.905541562,BP,1.905541562,NA,NA
percent_sgd,1.943152455,W,1.943152455,NA,NA
percent_sgd,1.985788114,W,1.985788114,NA,NA
percent_sgd,2.076826196,BP,2.076826196,NA,NA
percent_sgd,2.089420655,BP,2.089420655,NA,NA
percent_sgd,2.183879093,BP,2.183879093,NA,NA
percent_sgd,2.264857881,W,2.264857881,NA,NA
percent_sgd,2.265743073,BP,2.265743073,NA,NA
percent_sgd,2.309823678,BP,2.309823678,NA,NA
percent_sgd,2.481108312,BP,2.481108312,NA,NA
percent_sgd,2.522670025,BP,2.522670025,NA,NA
percent_sgd,2.634760705,BP,2.634760705,NA,NA
percent_sgd,2.683462532,W,2.683462532,NA,NA
percent_sgd,2.755667506,BP,2.755667506,NA,NA
percent_sgd,2.776485788,W,2.776485788,NA,NA
percent_sgd,2.882871537,BP,2.882871537,NA,NA
percent_sgd,2.904282116,BP,2.904282116,NA,NA
percent_sgd,2.953400504,BP,2.953400504,NA,NA
percent_sgd,2.984496124,W,2.984496124,NA,NA
percent_sgd,3.020151134,BP,3.020151134,NA,NA
percent_sgd,3.059431525,W,3.059431525,NA,NA
percent_sgd,3.124685139,BP,3.124685139,NA,NA
percent_sgd,3.236775819,BP,3.236775819,NA,NA
percent_sgd,3.246851385,BP,3.246851385,NA,NA
percent_sgd,3.278337531,BP,3.278337531,NA,NA
percent_sgd,3.759445844,BP,3.759445844,NA,NA
percent_sgd,3.930730479,BP,3.930730479,NA,NA
percent_sgd,3.944584383,BP,3.944584383,NA,NA
percent_sgd,4.006297229,BP,4.006297229,NA,NA
percent_sgd,4.049118388,BP,4.049118388,NA,NA
percent_sgd,4.122166247,BP,4.122166247,NA,NA
percent_sgd,4.463476071,BP,4.463476071,NA,NA
percent_sgd,4.468992248,W,4.468992248,NA,NA
percent_sgd,4.474811083,BP,4.474811083,NA,NA
percent_sgd,4.586563307,W,4.586563307,NA,NA
percent_sgd,4.774559194,BP,4.774559194,NA,NA
percent_sgd,4.827455919,BP,4.827455919,NA,NA
percent_sgd,4.880352645,BP,4.880352645,NA,NA
percent_sgd,5.021410579,BP,5.021410579,NA,NA
percent_sgd,5.34256927,BP,5.34256927,NA,NA
percent_sgd,5.467700258,W,5.467700258,NA,NA
percent_sgd,5.497481108,BP,5.497481108,NA,NA
percent_sgd,5.522670025,BP,5.522670025,NA,NA
percent_sgd,5.595717884,BP,5.595717884,NA,NA
percent_sgd,5.673803526,BP,5.673803526,NA,NA
percent_sgd,5.714105793,BP,5.714105793,NA,NA
percent_sgd,5.726098191,W,5.726098191,NA,NA
percent_sgd,5.77002584,W,5.77002584,NA,NA
percent_sgd,5.911838791,BP,5.911838791,NA,NA
percent_sgd,5.927648579,W,5.927648579,NA,NA
percent_sgd,5.993702771,BP,5.993702771,NA,NA
percent_sgd,6.144836272,BP,6.144836272,NA,NA
percent_sgd,6.183879093,BP,6.183879093,NA,NA
percent_sgd,6.210327456,BP,6.210327456,NA,NA
percent_sgd,6.675710594,W,6.675710594,NA,NA
percent_sgd,6.822997416,W,6.822997416,NA,NA
percent_sgd,6.900516796,W,6.900516796,NA,NA
percent_sgd,7.0705289670000004,BP,7.0705289670000004,NA,NA
percent_sgd,7.275193798,W,7.275193798,NA,NA
percent_sgd,7.559431525,W,7.559431525,NA,NA
percent_sgd,8.578085642,BP,8.578085642,NA,NA
percent_sgd,9.343669251,W,9.343669251,NA,NA
percent_sgd,9.911838791,BP,9.911838791,NA,NA
percent_sgd,10.01421189,W,10.01421189,NA,NA
percent_sgd,10.71788413,BP,10.71788413,NA,NA
percent_sgd,11.9625323,W,11.9625323,NA,NA
percent_sgd,12.17700258,W,12.17700258,NA,NA
percent_sgd,14.28715365,BP,14.28715365,NA,NA
percent_sgd,14.67571059,W,14.67571059,NA,NA
percent_sgd,16.26196474,BP,16.26196474,NA,NA
percent_sgd,16.33979328,W,16.33979328,NA,NA
percent_sgd,17.24811083,BP,17.24811083,NA,NA
percent_sgd,18.55297158,W,18.55297158,NA,NA
percent_sgd,19.55684755,W,19.55684755,NA,NA
percent_sgd,19.58139535,W,19.58139535,NA,NA
percent_sgd,20.40439276,W,20.40439276,NA,NA
percent_sgd,25.6369509,W,25.6369509,NA,NA
